customer_id,full_name,email,phone,county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dob
C-002837,Mirela Diaconescu,diaconuramona@example.org,0723 206 071,BZ,Buzau,Ramnicul Sarat,254908,0.347,0.362,0.376,0.415,0.392,1961-07-21
C-002838,Valter Stănescu,ardeleananatolie@example.com,0246 214 426,OT,Olt,Caracal,223443,0.425,0.342,0.367,0.323,0.376,1998-01-18
C-002839,Vicențiu Florea,erneststancu@example.com,0728 256 116,VN,Vrancea,Focsani,345766,0.461,0.413,0.383,0.344,0.409,1952-01-30
C-002840,Sava Stoica,rionita@example.net,0248 618 455,CT,Constanta,Mangalia,677551,0.403,0.267,0.607,0.544,0.304,1958-12-14
C-002841,Savina Stan,nistortoma@example.org,0735 950 814,SB,Sibiu,Medias,713406,0.367,0.628,0.321,0.439,0.432,2002-08-19
C-002842,Andreea Dochioiu,dimaemilian@example.com,0741 593 580,IL,Ialomita,Fetesti,720040,0.407,0.348,0.409,0.343,0.377,1991-11-22
C-002843,Simi Marin,predateohari@example.org,0762 075 078,BV,Brasov,Sacele,840976,0.295,0.635,0.358,0.497,0.43,1950-09-04
C-002844,Liana Mocanu,flaviadima@example.com,0253 477 774,GR,Giurgiu,Giurgiu,696011,0.371,0.344,0.546,0.402,0.372,1964-02-06
C-002845,Mihail Nemeș,radaflorea@example.org,0269 640 060,SM,Satu Mare,Carei,461038,0.46,0.366,0.351,0.373,0.355,1970-12-28
C-002846,Alexandru Ioniță,inita@example.net,0728 755 377,IF,Ilfov,Otopeni,802671,0.471,0.383,0.39,0.362,0.373,1985-02-01
C-002847,Maxim Mazilescu,smarandanemes@example.org,0744 121 040,CJ,Cluj,Cluj-Napoca,769206,0.545,0.467,0.239,0.327,0.352,1976-07-08
C-002848,Vera Georgescu,ericsuciu@example.com,0235 160 993,TR,Teleorman,Alexandria,575758,0.461,0.33,0.407,0.407,0.387,1954-04-21
C-002849,Dumitru Ababei,jstoica@example.com,0247 517 431,TM,Timis,Timisoara,192540,0.589,0.459,0.289,0.392,0.364,1991-05-06
C-002850,Betina Eftimie,mocanuaurelian@example.net,0259 943 988,SM,Satu Mare,Satu Mare,158109,0.384,0.389,0.335,0.352,0.365,1962-04-15
C-002851,Florina Pop,wstoica@example.org,0730 361 794,TM,Timis,Timisoara,750148,0.458,0.442,0.242,0.434,0.309,1983-06-21
C-002852,Monalisa Marin,rodicamazilescu@example.net,0724 578 127,OT,Olt,Caracal,166555,0.443,0.384,0.328,0.334,0.369,1994-01-12
C-002853,Dida Popescu,stefaniatudor@example.org,0749 183 224,DB,Dambovita,Targoviste,666158,0.382,0.445,0.426,0.391,0.407,2006-01-31
C-002854,Georgia Eftimie,zeftimie@example.net,0246 761 764,MH,Mehedinti,Drobeta-Turnu Severin,112956,0.184,0.153,0.31,0.198,0.195,1993-01-13
C-002855,Ofelia Albu,vicentianemes@example.com,0720 511 286,BR,Braila,Braila,972344,0.458,0.319,0.463,0.371,0.354,1960-06-07
C-002856,Ecaterina Ababei,adidima@example.net,0246 892 074,TL,Tulcea,Babadag,191748,0.449,0.275,0.653,0.572,0.376,1990-11-26
C-002857,Norman Mazilescu,puscasucristea@example.com,0770 774 239,BV,Brasov,Brasov,358386,0.288,0.633,0.306,0.504,0.438,1958-12-28
C-002858,Narcisa Eftimie,tomaradu@example.org,0734 278 396,BZB,Bucuresti,Sector 1,741973,0.576,0.323,0.193,0.351,0.333,1997-01-24
C-002859,Clara Mazilescu,albuagata@example.org,0767 077 214,TM,Timis,Lugoj,894687,0.497,0.399,0.257,0.395,0.389,1957-11-13
C-002860,Inocențiu Nemeș,ytudor@example.com,0762 371 557,BZB,Bucuresti,Sector 5,902927,0.688,0.352,0.23,0.349,0.315,1961-08-09
C-002861,Anastasia Mazilescu,aaneivladimir@example.net,0741 318 730,BZB,Bucuresti,Sector 1,396661,0.682,0.283,0.249,0.298,0.393,1989-12-16
C-002862,Aurelia Popa,oeftimie@example.com,0750 312 973,CT,Constanta,Medgidia,140995,0.405,0.222,0.688,0.645,0.327,2005-03-10
C-002863,Codruța Ioniță,dmarin@example.org,0730 759 082,BH,Bihor,Oradea,946961,0.388,0.414,0.324,0.343,0.304,1972-09-20
C-002864,Ada Suciu,popacelia@example.org,0233 871 218,CV,Covasna,Targu Secuiesc,906577,0.298,0.587,0.371,0.488,0.442,1984-06-13
C-002865,Teona Dochioiu,suciulaurian@example.net,0784 023 315,OT,Olt,Slatina,607959,0.46,0.37,0.347,0.401,0.349,1999-11-08
C-002866,Tincuța Diaconu,cmocanu@example.net,0233 323 088,BV,Brasov,Brasov,125370,0.317,0.607,0.371,0.505,0.497,1981-04-29
C-002867,Ciprian Aanei,eionescu@example.com,0762 024 130,SM,Satu Mare,Carei,638284,0.46,0.349,0.335,0.368,0.39,1947-11-22
C-002868,Horea Toma,fnita@example.net,0763 875 585,IS,Iasi,Pascani,331406,0.577,0.321,0.346,0.372,0.39,1945-01-07
C-002869,Narcis Diaconescu,giorgianaalbu@example.com,0724 723 669,CJ,Cluj,Cluj-Napoca,120720,0.487,0.465,0.26,0.403,0.391,1964-07-04
C-002870,Elisaveta Oprea,predaovidiu@example.com,0243 814 204,BN,Bistrita-Nasaud,Nasaud,307846,0.156,0.341,0.198,0.254,0.221,1998-08-31
C-002871,Vasile Stancu,sperantamanole@example.org,0730 462 176,DB,Dambovita,Gaesti,359142,0.431,0.4,0.339,0.361,0.409,1962-06-07
C-002872,Raluca Suciu,stoicaioan@example.org,0772 674 078,BZB,Bucuresti,Sector 4,113774,0.77,0.347,0.193,0.352,0.305,2005-07-20
C-002873,Mădălin Preda,traianmanole@example.com,0264 911 066,VS,Vaslui,Vaslui,689894,0.395,0.43,0.411,0.415,0.32,1975-11-01
C-002874,Cazimir Ionescu,predalucretia@example.net,0260 978 953,CT,Constanta,Constanta,653787,0.353,0.243,0.642,0.688,0.35,1975-08-14
C-002875,Aureliana Barbu,gheorghiufilip@example.org,0771 459 824,TL,Tulcea,Babadag,983427,0.361,0.233,0.697,0.665,0.373,1961-06-26
C-002876,Lică Aanei,lorenaaanei@example.com,0235 793 651,BV,Brasov,Sacele,558374,0.259,0.584,0.398,0.509,0.392,1999-04-01
C-002877,Zaharia Nistor,bdochioiu@example.net,0745 203 273,SJ,Salaj,Zalau,161111,0.36,0.501,0.316,0.424,0.407,1967-12-24
C-002878,Dorina Dinu,narcispopa@example.org,0239 230 085,HD,Hunedoara,Deva,272435,0.37,0.508,0.336,0.399,0.378,1975-11-04
C-002879,Norman Diaconu,geludinu@example.net,0269 256 600,SM,Satu Mare,Satu Mare,199765,0.376,0.404,0.358,0.427,0.335,1984-03-06
C-002880,Stanca Popescu,aeftimie@example.net,0727 030 341,MS,Mures,Reghin,525885,0.348,0.461,0.272,0.388,0.417,2000-07-25
C-002881,Teodor Nistor,emanueldima@example.net,0758 568 499,DJ,Dolj,Craiova,327014,0.431,0.378,0.398,0.402,0.319,2003-02-24
C-002882,Corneliu Ababei,balbu@example.org,0233 746 143,VL,Valcea,Dragasani,688634,0.392,0.444,0.325,0.368,0.386,1961-07-13
C-002883,Andreea Ardelean,viorelastanescu@example.org,0734 744 368,SB,Sibiu,Sibiu,409317,0.341,0.583,0.307,0.414,0.377,1974-06-21
C-002884,Vlaicu Toma,mariana87@example.com,0253 157 740,VL,Valcea,Dragasani,543413,0.419,0.401,0.422,0.313,0.35,1994-12-24
C-002885,Minodora Mocanu,bnita@example.org,0748 248 741,SM,Satu Mare,Satu Mare,925954,0.434,0.423,0.282,0.451,0.343,1963-05-03
C-002886,Florea Preda,gelutoma@example.org,0262 198 872,VN,Vrancea,Focsani,533843,0.474,0.343,0.414,0.393,0.449,1973-02-24
C-002887,Mirela Voinea,fdochioiu@example.net,0250 233 998,IF,Ilfov,Voluntari,769625,0.519,0.362,0.309,0.369,0.329,2005-09-24
C-002888,Ecaterina Manole,aababei@example.com,0738 132 044,IS,Iasi,Pascani,520039,0.492,0.319,0.309,0.406,0.334,1979-06-29
C-002889,Tincuța Nistor,epopa@example.com,0728 417 660,TM,Timis,Sannicolau Mare,677849,0.448,0.444,0.299,0.417,0.36,1964-11-16
C-002890,Bebe Stancu,kene@example.org,0242 645 767,SB,Sibiu,Medias,630098,0.331,0.619,0.351,0.467,0.476,2007-05-03
C-002891,Anghel Mocanu,ynita@example.com,0262 760 852,DJ,Dolj,Bailesti,862452,0.477,0.305,0.369,0.42,0.345,1945-04-05
C-002892,Tiberiu Dima,tnita@example.com,0760 217 504,MM,Maramures,Sighetu Marmatiei,500469,0.343,0.487,0.378,0.407,0.363,1983-09-11
C-002893,Irinel Dima,gstancu@example.com,0248 754 422,BZB,Bucuresti,Sector 4,193347,0.663,0.277,0.235,0.31,0.307,1945-01-08
C-002894,Cerasela Voinea,smocanu@example.org,0770 929 873,GL,Galati,Galati,175403,0.422,0.412,0.443,0.376,0.422,1988-08-08
C-002895,Octaviana Albu,nemesmaricica@example.org,0269 663 903,IS,Iasi,Iasi,928456,0.594,0.393,0.332,0.376,0.334,1955-09-23
C-002896,Mirabela Florea,dumitrescuarina@example.net,0738 393 301,BZB,Bucuresti,Sector 3,327221,0.585,0.314,0.257,0.356,0.369,1952-01-26
C-002897,Gregorian Georgescu,nistorilona@example.com,0757 855 875,BZB,Bucuresti,Sector 3,291892,0.633,0.369,0.216,0.389,0.36,1969-12-20
C-002898,Petronela Mazilescu,stoicanelu@example.org,0762 143 697,PH,Prahova,Ploiesti,621874,0.497,0.382,0.289,0.301,0.425,1961-11-25
C-002899,Daniel Pușcașu,manolebanel@example.com,0743 838 713,VS,Vaslui,Barlad,863804,0.483,0.43,0.333,0.374,0.424,1967-01-07
C-002900,Andrei Niță,pnita@example.net,0256 895 864,GL,Galati,Tecuci,229124,0.461,0.349,0.453,0.471,0.357,1949-05-02
C-002901,Vicențiu Stan,manolenae@example.org,0739 199 916,CJ,Cluj,Cluj-Napoca,831309,0.504,0.438,0.245,0.416,0.427,1953-06-17
C-002902,Caius Suciu,savinapopa@example.com,0737 293 684,CJ,Cluj,Cluj-Napoca,861698,0.438,0.432,0.256,0.402,0.392,1954-01-13
C-002903,Ionel Mocanu,popescuraluca@example.com,0254 679 901,DB,Dambovita,Targoviste,653393,0.378,0.424,0.344,0.416,0.32,1999-12-27
C-002904,Elvira Tomescu,mbarbu@example.org,0729 952 038,NT,Neamt,Piatra Neamt,175463,0.386,0.442,0.404,0.468,0.487,1989-08-17
C-002905,Geanina Diaconescu,diaconumaximilian@example.net,0239 904 562,MH,Mehedinti,Drobeta-Turnu Severin,597335,0.213,0.155,0.32,0.251,0.15,2000-11-29
C-002906,Noemi Nistor,dinuandrian@example.org,0768 566 339,SV,Suceava,Falticeni,419849,0.34,0.507,0.354,0.449,0.431,1959-02-14
C-002907,Anica Pușcașu,ionescuemanuel@example.net,0246 625 381,PH,Prahova,Ploiesti,537395,0.542,0.412,0.289,0.329,0.37,1963-07-03
C-002908,Marcheta Ardelean,umanole@example.net,0731 841 420,SJ,Salaj,Zalau,977889,0.386,0.444,0.293,0.419,0.331,1954-04-17
C-002909,Irinel Ioniță,mazilescuarian@example.com,0265 509 332,IS,Iasi,Pascani,317605,0.599,0.381,0.334,0.344,0.333,1979-10-07
C-002910,Nicușor Toma,ysuciu@example.com,0233 244 043,TM,Timis,Timisoara,226862,0.587,0.394,0.315,0.452,0.299,1950-07-17
C-002911,Sandu Aanei,gpopa@example.net,0741 235 327,PH,Prahova,Campina,733166,0.455,0.432,0.326,0.316,0.408,1976-12-28
C-002912,Florentin Niță,luciangeorgescu@example.com,0768 172 757,AB,Alba,Sebes,581445,0.284,0.568,0.312,0.473,0.372,1960-01-06
C-002913,Sidonia Ioniță,sdiaconescu@example.com,0242 266 615,BN,Bistrita-Nasaud,Nasaud,395265,0.133,0.291,0.169,0.2,0.197,2005-05-04
C-002914,Nicolae Eftimie,mdima@example.com,0252 702 150,TM,Timis,Timisoara,179579,0.593,0.369,0.236,0.377,0.338,1988-05-08
C-002915,Leontina Georgescu,tomagica@example.net,0236 627 989,CT,Constanta,Constanta,701399,0.355,0.229,0.539,0.631,0.387,1988-07-06
C-002916,Gică Dochioiu,lucianapopa@example.org,0257 912 990,TL,Tulcea,Tulcea,527951,0.377,0.22,0.556,0.624,0.355,1959-09-24
C-002917,Dina Suciu,dinuluana@example.com,0711 395 571,MS,Mures,Sighisoara,417145,0.311,0.565,0.308,0.378,0.422,1964-04-09
C-002918,Codrina Cristea,iris20@example.net,0768 591 004,PH,Prahova,Ploiesti,103027,0.527,0.437,0.302,0.364,0.42,2001-06-14
C-002919,Iuliana Nistor,diananistor@example.com,0267 432 969,BH,Bihor,Oradea,648351,0.398,0.382,0.279,0.455,0.373,1951-01-04
C-002920,Flavia Dobre,tomaancuta@example.com,0726 227 683,CT,Constanta,Medgidia,709648,0.388,0.254,0.715,0.566,0.302,1966-05-28
C-002921,Dorel Preda,tomamilena@example.com,0746 571 093,TM,Timis,Sannicolau Mare,167627,0.45,0.423,0.301,0.344,0.377,1957-07-03
C-002922,Loredana Albu,alburafila@example.org,0237 632 586,VS,Vaslui,Vaslui,897631,0.475,0.36,0.355,0.397,0.326,1988-08-09
C-002923,Costin Marin,lauramocanu@example.net,0784 172 847,GL,Galati,Tecuci,279930,0.398,0.413,0.431,0.397,0.396,1989-03-16
C-002924,Marina Ionescu,liatoma@example.org,0258 246 568,VL,Valcea,Ramnicu Valcea,831946,0.344,0.397,0.389,0.335,0.376,1964-01-31
C-002925,Stela Ionescu,larisa51@example.com,0786 735 185,BH,Bihor,Alesd,686247,0.347,0.389,0.342,0.341,0.383,1952-01-19
C-002926,Anatolie Stoica,vasilica95@example.net,0784 560 033,TM,Timis,Lugoj,641088,0.535,0.434,0.274,0.416,0.333,1975-02-25
C-002927,Florica Dochioiu,vnistor@example.com,0759 421 092,GJ,Gorj,Targu Jiu,171900,0.43,0.418,0.33,0.303,0.326,1957-03-17
C-002928,Simona Cristea,gratielamazilescu@example.com,0745 537 237,BZB,Bucuresti,Sector 2,678946,0.598,0.323,0.214,0.327,0.344,1971-09-02
C-002929,Aristița Gheorghiu,ionescucatrina@example.com,0269 302 970,OT,Olt,Slatina,716132,0.369,0.394,0.352,0.423,0.299,1981-10-13
C-002930,Lorena Popescu,dochioiuvladimir@example.org,0245 093 524,DB,Dambovita,Targoviste,172285,0.39,0.398,0.381,0.39,0.342,2005-06-03
C-002931,Pleșu Dinu,suciumihai@example.org,0241 496 284,TM,Timis,Sannicolau Mare,960727,0.583,0.394,0.304,0.416,0.338,1946-06-05
C-002932,Cedrin Voinea,mmarin@example.net,0236 878 347,SV,Suceava,Radauti,499865,0.393,0.563,0.378,0.412,0.428,1972-02-07
C-002933,Sergiu Ababei,opreamihaela@example.org,0269 466 669,BZB,Bucuresti,Sector 5,830787,0.734,0.311,0.222,0.402,0.398,1965-09-08
C-002934,Cătălin Voinea,voineaozana@example.net,0269 386 825,CS,Caras-Severin,Resita,951578,0.149,0.289,0.188,0.207,0.223,2006-04-20
C-002935,Iulian Manole,edmondmarin@example.net,0772 297 266,MM,Maramures,Baia Mare,564403,0.347,0.475,0.319,0.411,0.473,1983-03-05
C-002936,Lia Dinu,petrudobre@example.com,0261 468 927,OT,Olt,Slatina,631342,0.455,0.34,0.394,0.381,0.396,1948-06-02
C-002937,Ducu Dochioiu,voineaghenadie@example.com,0723 466 610,TL,Tulcea,Babadag,722549,0.436,0.245,0.655,0.565,0.338,1968-09-26
C-002938,Renata Suciu,constantina80@example.com,0758 628 868,VN,Vrancea,Focsani,826722,0.418,0.418,0.36,0.385,0.447,1992-01-04
C-002939,Robert Dobre,eleonorasuciu@example.com,0232 395 186,BH,Bihor,Oradea,753683,0.431,0.435,0.362,0.345,0.4,1986-12-26
C-002940,Bebe Cristea,tudoriulian@example.com,0236 883 318,GR,Giurgiu,Giurgiu,839536,0.478,0.392,0.428,0.392,0.381,1961-07-14
C-002941,Dumitrana Nistor,rdumitrescu@example.com,0770 912 377,AG,Arges,Campulung,694124,0.427,0.378,0.371,0.375,0.411,1985-09-07
C-002942,Sorin Tabacu,faanei@example.net,0250 201 631,TL,Tulcea,Tulcea,334071,0.442,0.255,0.665,0.668,0.33,1978-10-16
C-002943,Ioanina Ababei,tomacerasela@example.org,0744 152 313,DB,Dambovita,Gaesti,775291,0.374,0.379,0.32,0.354,0.349,1961-03-07
C-002944,Teodor Voinea,voineabarbu@example.com,0788 098 212,TL,Tulcea,Babadag,464923,0.347,0.286,0.624,0.664,0.342,1977-09-10
C-002945,Ionelia Florea,stancurebeca@example.com,0754 201 295,IF,Ilfov,Voluntari,293690,0.453,0.353,0.375,0.425,0.323,1985-10-25
C-002946,Marta Diaconescu,opopescu@example.com,0769 900 019,AG,Arges,Pitesti,895797,0.444,0.408,0.321,0.357,0.358,1988-02-28
C-002947,Dorin Nemeș,filipdochioiu@example.com,0269 834 387,SJ,Salaj,Zalau,361902,0.398,0.404,0.363,0.439,0.384,1952-06-04
C-002948,Catrinel Manole,venerapopescu@example.com,0771 911 708,BZB,Bucuresti,Sector 1,153923,0.691,0.314,0.258,0.346,0.358,1975-06-17
C-002949,Emilia Popa,stanemanoil@example.org,0262 009 380,AB,Alba,Aiud,271315,0.327,0.622,0.343,0.376,0.452,2003-04-13
C-002950,Ozana Toma,htomescu@example.org,0256 216 005,MH,Mehedinti,Drobeta-Turnu Severin,113518,0.2,0.201,0.328,0.255,0.192,2003-04-15
C-002951,Ina Georgescu,standoriana@example.org,0730 527 625,CJ,Cluj,Cluj-Napoca,973561,0.454,0.381,0.237,0.381,0.402,1954-09-23
C-002952,Geta Cristea,diaconucazimir@example.com,0752 954 283,IF,Ilfov,Otopeni,641303,0.414,0.389,0.333,0.348,0.37,1956-01-31
C-002953,Frederic Voinea,diaconescuzamfira@example.org,0769 781 167,AG,Arges,Campulung,402297,0.458,0.456,0.429,0.411,0.375,1998-10-06
C-002954,Estera Suciu,dochioiugentiana@example.org,0761 386 426,TM,Timis,Timisoara,977082,0.513,0.347,0.308,0.423,0.368,1974-10-17
C-002955,Alina Dobre,albuiulian@example.org,0754 530 405,SB,Sibiu,Medias,318347,0.367,0.534,0.338,0.367,0.418,1998-07-30
C-002956,Cezara Suciu,xgheorghiu@example.org,0237 507 550,TR,Teleorman,Alexandria,695750,0.411,0.339,0.325,0.341,0.356,1980-08-04
C-002957,Gheorghe Manole,stancuionica@example.com,0755 703 784,NT,Neamt,Piatra Neamt,622737,0.4,0.516,0.358,0.466,0.379,1974-05-14
C-002958,Rareș Popescu,aaneiolivia@example.net,0735 307 644,PH,Prahova,Campina,239382,0.548,0.391,0.278,0.308,0.423,2001-03-22
C-002959,Ștefana Preda,manoleleonard@example.net,021 172 7279,BZB,Bucuresti,Sector 1,417064,0.632,0.313,0.254,0.359,0.315,1974-10-24
C-002960,Eugenia Stancu,stoicaalistar@example.org,0739 832 051,MH,Mehedinti,Drobeta-Turnu Severin,366623,0.17,0.181,0.32,0.249,0.158,1950-10-23
C-002961,Carina Dumitrescu,alicenita@example.org,0785 801 990,VN,Vrancea,Focsani,324630,0.432,0.409,0.356,0.334,0.406,1969-06-13
C-002962,Ioana Ioniță,nistorgabriela@example.org,0238 747 117,CJ,Cluj,Dej,884751,0.502,0.401,0.251,0.356,0.409,1948-01-09
C-002963,Nora Stan,patrustoica@example.com,0758 863 124,AR,Arad,Arad,186940,0.378,0.412,0.286,0.439,0.401,2001-02-17
C-002964,Cristea Tudor,tababei@example.net,0268 813 881,NT,Neamt,Roman,586177,0.352,0.44,0.368,0.397,0.385,1983-12-28
C-002965,Elena Diaconescu,giorgiananistor@example.com,0739 677 619,BR,Braila,Braila,905621,0.454,0.388,0.423,0.343,0.335,2003-03-31
C-002966,Eliza Gheorghiu,vnistor@example.org,0242 709 217,BZB,Bucuresti,Sector 5,811586,0.749,0.35,0.225,0.312,0.383,1973-05-31
C-002967,Speranța Barbu,wpop@example.org,0246 238 045,OT,Olt,Caracal,368485,0.443,0.359,0.393,0.431,0.327,1960-05-03
C-002968,Dacian Preda,oprearares@example.net,0247 532 095,PH,Prahova,Campina,153679,0.43,0.449,0.338,0.363,0.37,1987-12-22
C-002969,Iurie Gheorghiu,jstoica@example.com,0260 587 272,BH,Bihor,Alesd,755836,0.412,0.451,0.323,0.449,0.317,1986-11-02
C-002970,Liliana Toma,robertvoinea@example.net,0232 240 939,BZB,Bucuresti,Sector 3,232125,0.639,0.307,0.257,0.359,0.333,1978-12-01
C-002971,Bucur Dumitrescu,tpuscasu@example.com,0266 844 273,SM,Satu Mare,Carei,751713,0.362,0.418,0.362,0.412,0.368,1984-07-13
C-002972,Semenica Nistor,costinflorea@example.net,0239 886 762,AB,Alba,Alba Iulia,958780,0.366,0.489,0.323,0.388,0.484,1998-05-19
C-002973,Emanoil Florea,franciscflorea@example.com,021 620 1663,HR,Harghita,Odorheiu Secuiesc,893328,0.259,0.589,0.384,0.429,0.466,1961-06-01
C-002974,Blanduzia Diaconu,teodoradima@example.org,0766 634 526,DJ,Dolj,Craiova,530925,0.425,0.393,0.417,0.326,0.37,1959-02-05
C-002975,Heracleea Pușcașu,lnistor@example.org,0254 570 444,NT,Neamt,Piatra Neamt,548221,0.369,0.567,0.43,0.511,0.455,1969-06-11
C-002976,Dorina Tomescu,dariagheorghiu@example.com,0248 111 754,CT,Constanta,Mangalia,789599,0.415,0.234,0.691,0.662,0.316,2005-03-18
C-002977,Rada Stoica,sabintomescu@example.com,0251 188 424,CT,Constanta,Mangalia,413137,0.384,0.232,0.674,0.656,0.354,1970-06-13
C-002978,Gicu Diaconu,bebedobre@example.net,0244 164 792,BZB,Bucuresti,Sector 4,188835,0.582,0.311,0.248,0.303,0.324,2006-01-27
C-002979,Vlaicu Nemeș,coraliastanescu@example.net,0757 724 735,BN,Bistrita-Nasaud,Nasaud,578675,0.146,0.336,0.189,0.245,0.219,1959-04-12
C-002980,Zamfira Tomescu,xdiaconu@example.org,021 075 1451,SB,Sibiu,Sibiu,106765,0.352,0.535,0.326,0.484,0.479,1998-12-01
C-002981,Olga Popa,rdochioiu@example.org,0236 578 245,BZB,Bucuresti,Sector 6,910646,0.63,0.333,0.217,0.314,0.302,1995-01-20
C-002982,Cerasela Ababei,icristea@example.com,0769 437 862,TM,Timis,Timisoara,297379,0.478,0.431,0.24,0.412,0.322,1965-09-06
C-002983,Astrid Toma,gheorghiusaveta@example.com,0231 669 610,PH,Prahova,Ploiesti,173612,0.561,0.355,0.288,0.317,0.4,1970-05-20
C-002984,Marinela Oprea,romanitadiaconescu@example.org,0238 879 065,BV,Brasov,Sacele,922139,0.286,0.578,0.323,0.541,0.464,1945-04-18
C-002985,Cezara Gheorghiu,wcristea@example.net,0231 112 502,TM,Timis,Sannicolau Mare,571934,0.464,0.385,0.308,0.442,0.377,1994-03-03
C-002986,Claudia Nistor,aaneielisabeta@example.org,0253 728 986,HD,Hunedoara,Hunedoara,322404,0.357,0.6,0.351,0.409,0.479,1998-05-23
C-002987,Teohari Dima,dochioiuandra@example.net,0768 149 842,CT,Constanta,Constanta,337224,0.458,0.253,0.713,0.621,0.328,1969-12-30
C-002988,Dorian Tabacu,achim99@example.net,0731 784 200,VS,Vaslui,Husi,262351,0.479,0.379,0.389,0.33,0.335,1988-09-26
C-002989,Patricia Cristea,esteradima@example.com,0768 073 723,BR,Braila,Braila,771243,0.389,0.396,0.431,0.36,0.371,1992-09-12
C-002990,Casandra Mazilescu,kmocanu@example.net,0737 599 475,CJ,Cluj,Turda,616036,0.439,0.485,0.236,0.34,0.394,1989-07-30
C-002991,Codrin Eftimie,gsuciu@example.org,0745 305 577,MM,Maramures,Sighetu Marmatiei,854308,0.318,0.472,0.36,0.382,0.431,1983-10-20
C-002992,Vladimir Suciu,yeftimie@example.com,0771 074 105,SV,Suceava,Suceava,408458,0.361,0.544,0.41,0.422,0.475,1984-08-09
C-002993,Petruț Gheorghiu,udiaconescu@example.org,0788 439 035,PH,Prahova,Ploiesti,517701,0.46,0.456,0.332,0.373,0.36,1999-09-15
C-002994,Anastasia Dima,xmazilescu@example.net,0726 696 609,TL,Tulcea,Tulcea,347313,0.451,0.219,0.54,0.575,0.383,1973-03-17
C-002995,Vanesa Ioniță,bnistor@example.com,0760 121 018,BH,Bihor,Salonta,704409,0.421,0.426,0.312,0.413,0.314,1964-06-26
C-002996,Alex Dobre,nemesjan@example.net,0266 180 245,CS,Caras-Severin,Resita,344227,0.137,0.268,0.153,0.237,0.221,1984-04-27
C-002997,Brândușa Preda,gelumanole@example.com,0766 352 437,BC,Bacau,Bacau,898283,0.447,0.441,0.398,0.35,0.377,1997-04-13
C-002998,Octaviu Marin,opreaveronica@example.com,0730 557 374,GL,Galati,Galati,601732,0.465,0.388,0.527,0.407,0.399,1982-10-21
C-002999,Florina Marin,dobrecodruta@example.com,0732 846 790,GL,Galati,Tecuci,160730,0.367,0.334,0.495,0.485,0.373,1950-04-15
C-003000,Simina Dobre,popaducu@example.net,0265 965 239,SV,Suceava,Radauti,561545,0.379,0.476,0.416,0.414,0.391,1971-09-24
C-003001,Mina Voinea,nstoica@example.org,0248 038 540,GL,Galati,Tecuci,674821,0.393,0.404,0.49,0.486,0.415,1974-06-21
C-003002,Blanduzia Stancu,zoecristea@example.com,0743 124 269,BT,Botosani,Dorohoi,654174,0.345,0.427,0.376,0.345,0.408,1995-01-11
C-003003,Edmond Manole,stanlucentiu@example.org,0737 397 635,HR,Harghita,Odorheiu Secuiesc,976724,0.272,0.637,0.397,0.54,0.517,1955-08-24
C-003004,Bebe Barbu,carmennita@example.net,0251 040 852,BH,Bihor,Oradea,319810,0.365,0.407,0.309,0.408,0.366,1946-03-19
C-003005,Matilda Eftimie,laviniabarbu@example.org,0748 978 737,AR,Arad,Arad,868067,0.406,0.395,0.354,0.429,0.332,1954-06-25
C-003006,Vasile Nemeș,emanueltudor@example.org,0739 804 191,SB,Sibiu,Sibiu,834357,0.289,0.608,0.302,0.437,0.397,1977-06-01
C-003007,Adonis Ardelean,dumitrescugabriel@example.org,0757 544 184,CJ,Cluj,Dej,741761,0.431,0.389,0.239,0.378,0.331,1961-09-07
C-003008,Veniamin Niță,tudorcorina@example.net,0232 931 378,BZB,Bucuresti,Sector 3,462478,0.695,0.368,0.205,0.326,0.313,1981-06-14
C-003009,Geanina Voinea,albupetruta@example.org,0770 767 777,CJ,Cluj,Cluj-Napoca,896665,0.553,0.448,0.283,0.388,0.421,1961-01-11
C-003010,Tania Pop,sabina55@example.com,0761 903 481,BZB,Bucuresti,Sector 6,866190,0.74,0.326,0.217,0.385,0.323,1986-06-05
C-003011,Melania Dumitrescu,claudiudiaconescu@example.org,0247 693 955,BZB,Bucuresti,Sector 4,295178,0.742,0.284,0.209,0.375,0.391,1958-08-31
C-003012,Augustina Stan,mdima@example.net,0261 313 514,BZ,Buzau,Ramnicul Sarat,575507,0.4,0.361,0.396,0.42,0.395,1989-03-31
C-003013,Steluța Ababei,jababei@example.com,0262 062 606,AG,Arges,Curtea de Arges,161519,0.364,0.394,0.43,0.353,0.408,1974-08-18
C-003014,Denisa Manole,ionitafloriana@example.net,0754 621 648,CT,Constanta,Mangalia,738738,0.343,0.278,0.606,0.615,0.372,1961-05-03
C-003015,Vlaicu Dima,dstanescu@example.org,0236 294 069,CJ,Cluj,Cluj-Napoca,123316,0.57,0.366,0.25,0.322,0.415,1966-12-14
C-003016,Grațiana Mazilescu,tudorandrei@example.org,0259 589 377,IL,Ialomita,Slobozia,503188,0.424,0.379,0.325,0.394,0.355,1996-12-22
C-003017,Georgeta Mocanu,idochioiu@example.com,0748 891 994,IS,Iasi,Iasi,649849,0.62,0.417,0.289,0.335,0.328,2001-03-06
