customer_id,full_name,email,phone,county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dist_fire_station_km,dist_hydrant_km,dist_police_km,dist_coast_km,dist_danube_km,dob
C-002949,Emilia Popa,stanemanoil@example.org,0262 009 380,AB,Alba,Aiud,271315,0.327,0.622,0.343,0.376,0.452,0.2,0.52,4.0,465.79,137.98,2003-04-12
C-002950,Ozana Toma,htomescu@example.org,0256 216 005,MH,Mehedinti,Drobeta-Turnu Severin,113518,0.2,0.201,0.328,0.255,0.192,0.34,7.5,7.72,220.08,13.58,2003-04-14
C-002951,Ina Georgescu,standoriana@example.org,0730 527 625,CJ,Cluj,Cluj-Napoca,973561,0.454,0.381,0.237,0.381,0.402,0.14,0.77,1.15,179.35,192.14,1954-09-22
C-002952,Geta Cristea,diaconucazimir@example.com,0752 954 283,IF,Ilfov,Otopeni,641303,0.414,0.389,0.333,0.348,0.37,0.73,1.02,4.89,330.65,274.76,1956-01-30
C-002953,Frederic Voinea,diaconescuzamfira@example.org,0769 781 167,AG,Arges,Campulung,402297,0.458,0.456,0.429,0.411,0.375,0.73,2.41,18.0,278.93,128.36,1998-10-05
C-002954,Estera Suciu,dochioiugentiana@example.org,0761 386 426,TM,Timis,Timisoara,977082,0.513,0.347,0.308,0.423,0.368,0.13,0.61,0.49,229.23,123.16,1974-10-16
C-002955,Alina Dobre,albuiulian@example.org,0754 530 405,SB,Sibiu,Medias,318347,0.367,0.534,0.338,0.367,0.418,0.19,3.18,8.17,427.62,317.65,1998-07-29
C-002956,Cezara Suciu,xgheorghiu@example.org,0237 507 550,TR,Teleorman,Alexandria,695750,0.411,0.339,0.325,0.341,0.356,0.74,2.1,15.6,121.64,336.56,1980-08-03
C-002957,Gheorghe Manole,stancuionica@example.com,0755 703 784,NT,Neamt,Piatra Neamt,622737,0.4,0.516,0.358,0.466,0.379,0.11,4.31,2.79,273.63,198.13,1974-05-13
C-002958,Rareș Popescu,aaneiolivia@example.net,0735 307 644,PH,Prahova,Campina,239382,0.548,0.391,0.278,0.308,0.423,0.11,0.48,1.11,166.28,308.56,2001-03-21
C-002959,Ștefana Preda,manoleleonard@example.net,021 172 7279,BZB,Bucuresti,Sector 1,417064,0.632,0.313,0.254,0.359,0.315,0.07,0.41,0.46,295.02,273.33,1974-10-23
C-002960,Eugenia Stancu,stoicaalistar@example.org,0739 832 051,MH,Mehedinti,Drobeta-Turnu Severin,366623,0.17,0.181,0.32,0.249,0.158,1.2,4.46,15.9,578.37,16.7,1950-10-22
C-002961,Carina Dumitrescu,alicenita@example.org,0785 801 990,VN,Vrancea,Focsani,324630,0.432,0.409,0.356,0.334,0.406,0.09,0.81,1.76,356.08,302.99,1969-06-12
C-002962,Ioana Ioniță,nistorgabriela@example.org,0238 747 117,CJ,Cluj,Dej,884751,0.502,0.401,0.251,0.356,0.409,0.24,0.8,2.0,432.52,134.52,1948-01-08
C-002963,Nora Stan,patrustoica@example.com,0758 863 124,AR,Arad,Arad,186940,0.378,0.412,0.286,0.439,0.401,0.18,4.29,1.72,438.74,37.0,2001-02-16
C-002964,Cristea Tudor,tababei@example.net,0268 813 881,NT,Neamt,Roman,586177,0.352,0.44,0.368,0.397,0.385,0.06,7.05,1.88,413.57,250.32,1983-12-27
C-002965,Elena Diaconescu,giorgiananistor@example.com,0739 677 619,BR,Braila,Braila,905621,0.454,0.388,0.423,0.343,0.335,0.28,1.56,18.0,223.43,14.87,2003-03-30
C-002966,Eliza Gheorghiu,vnistor@example.org,0242 709 217,BZB,Bucuresti,Sector 5,811586,0.749,0.35,0.225,0.312,0.383,0.08,0.49,1.84,291.78,95.76,1973-05-30
C-002967,Speranța Barbu,wpop@example.org,0246 238 045,OT,Olt,Caracal,368485,0.443,0.359,0.393,0.431,0.327,0.95,3.46,11.96,341.92,69.13,1960-05-02
C-002968,Dacian Preda,oprearares@example.net,0247 532 095,PH,Prahova,Campina,153679,0.43,0.449,0.338,0.363,0.37,0.61,0.17,1.99,367.83,223.01,1987-12-21
C-002969,Iurie Gheorghiu,jstoica@example.com,0260 587 272,BH,Bihor,Alesd,755836,0.412,0.451,0.323,0.449,0.317,0.08,0.6,2.73,449.06,318.69,1986-11-01
C-002970,Liliana Toma,robertvoinea@example.net,0232 240 939,BZB,Bucuresti,Sector 3,232125,0.639,0.307,0.257,0.359,0.333,0.19,0.18,1.49,324.66,39.71,1978-11-30
C-002971,Bucur Dumitrescu,tpuscasu@example.com,0266 844 273,SM,Satu Mare,Carei,751713,0.362,0.418,0.362,0.412,0.368,0.13,5.61,2.69,437.24,294.52,1984-07-12
C-002972,Semenica Nistor,costinflorea@example.net,0239 886 762,AB,Alba,Alba Iulia,958780,0.366,0.489,0.323,0.388,0.484,0.08,0.92,4.53,205.09,114.87,1998-05-18
C-002973,Emanoil Florea,franciscflorea@example.com,021 620 1663,HR,Harghita,Odorheiu Secuiesc,893328,0.259,0.589,0.384,0.429,0.466,0.09,2.61,3.88,269.7,299.59,1961-05-31
C-002974,Blanduzia Diaconu,teodoradima@example.org,0766 634 526,DJ,Dolj,Craiova,530925,0.425,0.393,0.417,0.326,0.37,0.27,0.43,7.45,375.4,94.97,1959-02-04
C-002975,Heracleea Pușcașu,lnistor@example.org,0254 570 444,NT,Neamt,Piatra Neamt,548221,0.369,0.567,0.43,0.511,0.455,0.53,1.88,13.02,137.59,339.24,1969-06-10
C-002976,Dorina Tomescu,dariagheorghiu@example.com,0248 111 754,CT,Constanta,Mangalia,789599,0.415,0.234,0.691,0.662,0.316,0.07,0.42,3.05,6.09,12.29,2005-03-17
C-002977,Rada Stoica,sabintomescu@example.com,0251 188 424,CT,Constanta,Mangalia,413137,0.384,0.232,0.674,0.656,0.354,0.36,2.52,2.5,29.57,15.3,1970-06-12
C-002978,Gicu Diaconu,bebedobre@example.net,0244 164 792,BZB,Bucuresti,Sector 4,188835,0.582,0.311,0.248,0.303,0.324,0.35,0.55,2.56,561.16,304.37,2006-01-26
C-002979,Vlaicu Nemeș,coraliastanescu@example.net,0757 724 735,BN,Bistrita-Nasaud,Nasaud,578675,0.146,0.336,0.189,0.245,0.219,0.05,3.5,6.27,157.64,303.68,1959-04-11
C-002980,Zamfira Tomescu,xdiaconu@example.org,021 075 1451,SB,Sibiu,Sibiu,106765,0.352,0.535,0.326,0.484,0.479,0.35,6.26,1.87,324.89,71.59,1998-11-30
C-002981,Olga Popa,rdochioiu@example.org,0236 578 245,BZB,Bucuresti,Sector 6,910646,0.63,0.333,0.217,0.314,0.302,0.18,0.41,1.49,364.65,383.53,1995-01-19
C-002982,Cerasela Ababei,icristea@example.com,0769 437 862,TM,Timis,Timisoara,297379,0.478,0.431,0.24,0.412,0.322,0.38,0.48,1.53,392.5,386.17,1965-09-05
C-002983,Astrid Toma,gheorghiusaveta@example.com,0231 669 610,PH,Prahova,Ploiesti,173612,0.561,0.355,0.288,0.317,0.4,0.23,0.55,1.02,353.88,235.69,1970-05-19
C-002984,Marinela Oprea,romanitadiaconescu@example.org,0238 879 065,BV,Brasov,Sacele,922139,0.286,0.578,0.323,0.541,0.464,0.08,1.29,9.69,240.11,159.36,1945-04-17
C-002985,Cezara Gheorghiu,wcristea@example.net,0231 112 502,TM,Timis,Sannicolau Mare,571934,0.464,0.385,0.308,0.442,0.377,0.11,1.15,1.08,508.24,44.03,1994-03-02
C-002986,Claudia Nistor,aaneielisabeta@example.org,0253 728 986,HD,Hunedoara,Hunedoara,322404,0.357,0.6,0.351,0.409,0.479,0.47,1.63,18.0,568.01,147.0,1998-05-22
C-002987,Teohari Dima,dochioiuandra@example.net,0768 149 842,CT,Constanta,Constanta,337224,0.458,0.253,0.713,0.621,0.328,0.61,4.05,12.93,12.23,11.92,1969-12-29
C-002988,Dorian Tabacu,achim99@example.net,0731 784 200,VS,Vaslui,Husi,262351,0.479,0.379,0.389,0.33,0.335,0.12,5.17,8.98,557.12,277.97,1988-09-25
C-002989,Patricia Cristea,esteradima@example.com,0768 073 723,BR,Braila,Braila,771243,0.389,0.396,0.431,0.36,0.371,0.08,0.48,18.0,535.93,16.05,1992-09-11
C-002990,Casandra Mazilescu,kmocanu@example.net,0737 599 475,CJ,Cluj,Turda,616036,0.439,0.485,0.236,0.34,0.394,0.09,0.37,1.83,96.98,360.15,1989-07-29
C-002991,Codrin Eftimie,gsuciu@example.org,0745 305 577,MM,Maramures,Sighetu Marmatiei,854308,0.318,0.472,0.36,0.382,0.431,0.67,4.99,5.58,556.92,224.82,1983-10-19
C-002992,Vladimir Suciu,yeftimie@example.com,0771 074 105,SV,Suceava,Suceava,408458,0.361,0.544,0.41,0.422,0.475,2.95,2.51,6.95,541.49,331.92,1984-08-08
C-002993,Petruț Gheorghiu,udiaconescu@example.org,0788 439 035,PH,Prahova,Ploiesti,517701,0.46,0.456,0.332,0.373,0.36,0.16,0.14,2.83,288.6,260.5,1999-09-14
C-002994,Anastasia Dima,xmazilescu@example.net,0726 696 609,TL,Tulcea,Tulcea,347313,0.451,0.219,0.54,0.575,0.383,0.09,4.55,1.9,8.06,3.71,1973-03-16
C-002995,Vanesa Ioniță,bnistor@example.com,0760 121 018,BH,Bihor,Salonta,704409,0.421,0.426,0.312,0.413,0.314,0.18,6.68,1.41,493.6,165.66,1964-06-25
C-002996,Alex Dobre,nemesjan@example.net,0266 180 245,CS,Caras-Severin,Resita,344227,0.137,0.268,0.153,0.237,0.221,0.27,2.58,6.78,366.34,87.51,1984-04-26
C-002997,Brândușa Preda,gelumanole@example.com,0766 352 437,BC,Bacau,Bacau,898283,0.447,0.441,0.398,0.35,0.377,0.14,1.32,12.92,186.28,320.55,1997-04-12
C-002998,Octaviu Marin,opreaveronica@example.com,0730 557 374,GL,Galati,Galati,601732,0.465,0.388,0.527,0.407,0.399,0.1,2.08,1.53,167.62,12.41,1982-10-20
C-002999,Florina Marin,dobrecodruta@example.com,0732 846 790,GL,Galati,Tecuci,160730,0.367,0.334,0.495,0.485,0.373,0.06,3.66,10.16,271.63,17.63,1950-04-14
C-003000,Simina Dobre,popaducu@example.net,0265 965 239,SV,Suceava,Radauti,561545,0.379,0.476,0.416,0.414,0.391,1.06,1.54,18.0,542.28,310.53,1971-09-23
C-003001,Mina Voinea,nstoica@example.org,0248 038 540,GL,Galati,Tecuci,674821,0.393,0.404,0.49,0.486,0.415,0.06,1.28,3.76,462.35,8.07,1974-06-20
C-003002,Blanduzia Stancu,zoecristea@example.com,0743 124 269,BT,Botosani,Dorohoi,654174,0.345,0.427,0.376,0.345,0.408,0.12,2.53,18.0,529.85,356.28,1995-01-10
C-003003,Edmond Manole,stanlucentiu@example.org,0737 397 635,HR,Harghita,Odorheiu Secuiesc,976724,0.272,0.637,0.397,0.54,0.517,0.19,1.39,10.01,281.95,34.61,1955-08-23
C-003004,Bebe Barbu,carmennita@example.net,0251 040 852,BH,Bihor,Oradea,319810,0.365,0.407,0.309,0.408,0.366,0.45,4.26,11.94,169.79,376.72,1946-03-18
C-003005,Matilda Eftimie,laviniabarbu@example.org,0748 978 737,AR,Arad,Arad,868067,0.406,0.395,0.354,0.429,0.332,0.18,7.5,5.1,242.23,35.35,1954-06-24
C-003006,Vasile Nemeș,emanueltudor@example.org,0739 804 191,SB,Sibiu,Sibiu,834357,0.289,0.608,0.302,0.437,0.397,0.08,1.26,1.06,121.29,42.5,1977-05-31
C-003007,Adonis Ardelean,dumitrescugabriel@example.org,0757 544 184,CJ,Cluj,Dej,741761,0.431,0.389,0.239,0.378,0.331,0.8,0.71,0.86,211.38,240.31,1961-09-06
C-003008,Veniamin Niță,tudorcorina@example.net,0232 931 378,BZB,Bucuresti,Sector 3,462478,0.695,0.368,0.205,0.326,0.313,0.06,0.29,0.76,466.83,369.6,1981-06-13
C-003009,Geanina Voinea,albupetruta@example.org,0770 767 777,CJ,Cluj,Cluj-Napoca,896665,0.553,0.448,0.283,0.388,0.421,0.23,0.74,2.21,424.12,177.71,1961-01-10
C-003010,Tania Pop,sabina55@example.com,0761 903 481,BZB,Bucuresti,Sector 6,866190,0.74,0.326,0.217,0.385,0.323,0.8,1.79,2.09,569.01,302.79,1986-06-04
C-003011,Melania Dumitrescu,claudiudiaconescu@example.org,0247 693 955,BZB,Bucuresti,Sector 4,295178,0.742,0.284,0.209,0.375,0.391,0.12,0.27,0.68,592.72,231.53,1958-08-30
C-003012,Augustina Stan,mdima@example.net,0261 313 514,BZ,Buzau,Ramnicul Sarat,575507,0.4,0.361,0.396,0.42,0.395,0.26,0.44,6.11,128.32,289.67,1989-03-30
C-003013,Steluța Ababei,jababei@example.com,0262 062 606,AG,Arges,Curtea de Arges,161519,0.364,0.394,0.43,0.353,0.408,0.16,4.26,5.15,405.71,53.02,1974-08-17
C-003014,Denisa Manole,ionitafloriana@example.net,0754 621 648,CT,Constanta,Mangalia,738738,0.343,0.278,0.606,0.615,0.372,0.11,1.19,6.28,8.72,9.49,1961-05-02
C-003015,Vlaicu Dima,dstanescu@example.org,0236 294 069,CJ,Cluj,Cluj-Napoca,123316,0.57,0.366,0.25,0.322,0.415,0.2,0.56,1.89,441.96,266.32,1966-12-13
C-003016,Grațiana Mazilescu,tudorandrei@example.org,0259 589 377,IL,Ialomita,Slobozia,503188,0.424,0.379,0.325,0.394,0.355,0.08,1.55,14.33,426.9,316.38,1996-12-21
C-003017,Georgeta Mocanu,idochioiu@example.com,0748 891 994,IS,Iasi,Iasi,649849,0.62,0.417,0.289,0.335,0.328,0.08,1.08,4.93,136.95,374.45,2001-03-05
C-003018,Clementina Nemeș,barbustanescu@example.com,0786 644 645,IL,Ialomita,Fetesti,363534,0.488,0.331,0.389,0.383,0.305,0.69,2.57,9.61,315.02,194.29,1954-07-05
C-003019,Nicușor Aanei,georgescuanica@example.com,0251 428 678,IL,Ialomita,Fetesti,162567,0.485,0.395,0.389,0.351,0.392,0.13,3.54,3.38,487.76,273.91,1969-07-22
C-003020,Minodora Popescu,barbumelina@example.net,0753 795 014,BH,Bihor,Oradea,199634,0.364,0.427,0.288,0.341,0.402,0.33,6.75,18.0,448.46,96.4,1970-04-03
C-003021,Ariana Tabacu,nitasever@example.org,0780 502 800,GJ,Gorj,Motru,800598,0.362,0.463,0.405,0.383,0.368,0.81,2.79,2.06,340.82,181.08,1998-12-13
C-003022,Cerasela Pop,oalbu@example.com,0260 460 316,OT,Olt,Caracal,583943,0.417,0.36,0.409,0.332,0.371,0.59,7.5,8.07,406.94,189.53,1951-05-03
C-003023,Zeno Ioniță,popescurada@example.net,0246 164 575,IS,Iasi,Iasi,259811,0.632,0.332,0.314,0.378,0.41,0.28,0.18,3.24,229.28,236.37,2002-01-19
C-003024,Flaviu Mazilescu,silvianadochioiu@example.net,0757 328 678,BN,Bistrita-Nasaud,Bistrita,534023,0.149,0.257,0.175,0.253,0.255,0.05,4.83,5.99,522.77,211.87,1967-09-19
C-003025,Valentina Voinea,nitajanina@example.net,0758 155 715,SB,Sibiu,Sibiu,992937,0.364,0.532,0.363,0.403,0.48,0.15,7.5,8.76,585.97,236.25,1969-07-05
C-003026,Bănel Cristea,bartolomeu89@example.com,0235 936 364,VN,Vrancea,Focsani,457606,0.366,0.334,0.349,0.425,0.386,0.07,4.84,8.84,540.62,260.22,1972-05-27
C-003027,Tamara Stoica,jeandiaconu@example.net,0784 113 395,GL,Galati,Galati,329592,0.474,0.374,0.454,0.405,0.36,0.18,1.59,6.72,456.09,6.81,1972-12-11
C-003028,Iris Dima,irinabarbu@example.net,0249 569 619,BH,Bihor,Alesd,159092,0.425,0.389,0.288,0.398,0.356,0.31,0.32,18.0,580.89,134.05,1953-06-09
C-003029,Filofteia Tomescu,mircea74@example.net,0780 697 848,GR,Giurgiu,Giurgiu,123181,0.446,0.393,0.544,0.443,0.381,0.17,1.44,7.94,229.9,3.95,1977-06-19
C-003030,Jeana Cristea,onita@example.org,0763 270 436,CJ,Cluj,Dej,164127,0.526,0.427,0.244,0.397,0.339,0.09,0.66,0.56,113.38,187.99,1983-07-09
C-003031,Ioanina Mazilescu,bcristea@example.com,0247 301 274,CT,Constanta,Mangalia,527171,0.454,0.271,0.646,0.637,0.374,0.96,7.5,1.94,16.6,9.74,1972-04-08
C-003032,Dimitrina Popescu,lavinia19@example.org,0743 863 708,AG,Arges,Campulung,681519,0.451,0.428,0.328,0.325,0.358,0.13,3.3,1.01,181.23,351.72,1969-05-16
C-003033,Ludovica Nemeș,nistorcecilia@example.org,0254 063 567,BZB,Bucuresti,Sector 2,824120,0.621,0.293,0.23,0.38,0.367,0.37,0.31,0.2,196.58,179.24,1958-09-16
C-003034,Florian Pop,nechifortabacu@example.net,0267 298 410,NT,Neamt,Roman,596950,0.416,0.464,0.422,0.426,0.479,0.16,3.22,4.92,340.64,185.32,1999-01-27
C-003035,Agripina Albu,dobreremus@example.org,0232 324 827,PH,Prahova,Ploiesti,278695,0.524,0.361,0.319,0.362,0.334,0.08,0.97,1.17,143.95,205.31,1965-05-31
C-003036,Lelia Manole,voineagabi@example.com,0784 118 820,BZB,Bucuresti,Sector 5,943391,0.58,0.355,0.207,0.376,0.335,0.19,1.79,2.1,580.69,230.59,1961-03-17
C-003037,Cazimir Voinea,gmarin@example.net,0784 218 531,SM,Satu Mare,Carei,257444,0.46,0.4,0.284,0.413,0.331,0.17,0.71,3.38,173.06,82.52,1993-01-04
C-003038,Crina Tomescu,predabenone@example.com,0755 903 666,BH,Bihor,Oradea,469324,0.354,0.343,0.305,0.458,0.299,0.08,7.5,18.0,430.7,213.03,1971-06-12
C-003039,Alin Tomescu,eionita@example.org,0757 132 659,IF,Ilfov,Otopeni,816554,0.418,0.395,0.309,0.37,0.323,1.41,7.5,9.66,570.18,89.57,1979-10-04
C-003040,Steluța Aanei,dumitrescuseverin@example.net,0236 294 037,CJ,Cluj,Cluj-Napoca,576637,0.536,0.377,0.238,0.383,0.408,0.19,0.12,0.89,237.66,297.53,1969-04-07
C-003041,Teodora Toma,tudorciprian@example.net,0255 245 275,PH,Prahova,Ploiesti,844125,0.507,0.367,0.294,0.339,0.394,0.5,0.74,1.28,458.77,312.59,1972-11-22
C-003042,Daiana Stănescu,antoniuflorea@example.org,0766 687 807,BZB,Bucuresti,Sector 4,988806,0.678,0.36,0.241,0.353,0.301,0.38,1.72,2.07,292.91,238.25,1998-06-03
C-003043,Eleonora Nistor,dariusionescu@example.net,0267 891 852,CT,Constanta,Constanta,652595,0.431,0.279,0.624,0.564,0.306,1.7,1.52,0.93,22.94,18.32,1999-01-29
C-003044,Grațian Preda,aaneibanel@example.com,0245 497 776,BC,Bacau,Bacau,985804,0.456,0.413,0.345,0.341,0.355,0.28,4.82,2.55,413.49,357.93,1962-12-09
C-003045,Matilda Nistor,nistorilinca@example.com,0784 528 226,IF,Ilfov,Voluntari,321015,0.508,0.377,0.351,0.329,0.341,0.14,1.52,6.67,255.26,80.15,1952-01-26
C-003046,Viorel Gheorghiu,btudor@example.org,0742 484 943,DB,Dambovita,Targoviste,751253,0.388,0.376,0.398,0.377,0.368,1.58,3.06,4.79,203.19,357.73,1990-05-04
C-003047,Severina Pop,znistor@example.org,0735 388 655,AR,Arad,Ineu,730040,0.431,0.38,0.301,0.36,0.327,0.15,4.64,8.5,253.63,158.01,1945-10-21
C-003048,Nicu Cristea,ludovicnistor@example.net,0749 832 395,AG,Arges,Curtea de Arges,919445,0.403,0.348,0.403,0.407,0.371,0.34,0.42,10.59,149.27,186.43,1996-03-08
C-003049,Adi Aanei,stanescufabia@example.org,0249 706 618,BZB,Bucuresti,Sector 5,293072,0.67,0.283,0.211,0.337,0.399,0.15,0.92,0.92,181.84,121.58,1997-06-03
C-003050,Maia Nistor,puscasumadalina@example.net,0235 720 203,CT,Constanta,Medgidia,108504,0.438,0.27,0.591,0.613,0.332,0.06,0.8,1.87,8.66,9.38,1987-10-27
C-003051,Lucențiu Stancu,barbucipriana@example.org,0780 996 676,HD,Hunedoara,Deva,779426,0.296,0.584,0.37,0.384,0.426,0.22,7.08,6.11,473.82,219.18,1959-08-24
C-003052,Geta Ababei,tomescupetrica@example.org,0267 483 656,TR,Teleorman,Alexandria,895924,0.452,0.304,0.346,0.407,0.3,0.64,6.02,3.33,433.44,322.41,1977-07-21
C-003053,Dominic Toma,stanescusanda@example.net,021 565 7439,BH,Bihor,Oradea,536871,0.418,0.381,0.312,0.352,0.379,0.19,0.87,14.53,159.23,116.03,1972-06-13
C-003054,Eremia Albu,haralambnistor@example.com,0255 931 649,DB,Dambovita,Targoviste,540756,0.392,0.349,0.358,0.323,0.347,0.07,1.72,9.16,460.02,46.17,1945-01-25
C-003055,Noemi Niță,itomescu@example.com,0732 305 886,CV,Covasna,Sfantu Gheorghe,461246,0.265,0.625,0.313,0.491,0.462,0.17,1.68,18.0,408.82,182.98,1981-01-03
C-003056,Bianca Dobre,filipdiaconescu@example.org,0745 266 254,PH,Prahova,Sinaia,677374,0.47,0.446,0.321,0.305,0.323,0.19,0.57,0.75,101.86,226.99,1978-05-23
C-003057,Anemona Stoica,teofilardelean@example.com,0231 146 159,IS,Iasi,Pascani,943640,0.584,0.42,0.35,0.393,0.382,0.19,0.52,0.28,370.94,191.85,1998-04-09
C-003058,Alexandrina Albu,barbupetronela@example.net,0237 073 885,CS,Caras-Severin,Caransebes,348456,0.154,0.269,0.149,0.209,0.212,0.23,0.35,18.0,578.23,378.34,1962-03-20
C-003059,Corneliu Ene,vicentiapopescu@example.com,0261 693 908,SM,Satu Mare,Satu Mare,572710,0.439,0.379,0.312,0.365,0.324,0.07,7.5,5.73,281.59,342.19,1985-10-24
C-003060,Demetra Eftimie,stoicanarcisa@example.com,0743 671 832,TM,Timis,Lugoj,697056,0.555,0.436,0.266,0.394,0.323,0.14,0.75,3.25,466.26,380.95,1952-02-12
C-003061,Alexandrina Mazilescu,carinatudor@example.net,0723 425 111,BZB,Bucuresti,Sector 2,742745,0.705,0.288,0.197,0.325,0.357,0.72,0.87,2.49,355.69,329.3,2006-02-17
C-003062,Jasmina Mazilescu,vionita@example.org,0743 429 412,TM,Timis,Sannicolau Mare,897674,0.528,0.419,0.312,0.421,0.315,0.5,1.57,2.51,178.25,148.41,1966-01-07
C-003063,Sava Tabacu,ualbu@example.net,0259 238 876,CV,Covasna,Sfantu Gheorghe,856109,0.272,0.516,0.363,0.454,0.383,0.39,1.43,4.08,169.72,201.36,1976-07-19
C-003064,Călin Albu,gianina89@example.com,0239 340 399,BR,Braila,Braila,563922,0.354,0.332,0.465,0.442,0.36,0.25,1.55,18.0,115.21,17.88,2000-05-10
C-003065,Lucențiu Eftimie,spop@example.com,0728 308 183,DB,Dambovita,Gaesti,865505,0.344,0.43,0.347,0.419,0.411,0.15,6.26,3.54,391.13,128.66,1972-05-30
C-003066,Georgeta Stoica,tomapetru@example.net,0231 266 382,DJ,Dolj,Craiova,153568,0.373,0.376,0.378,0.408,0.31,0.73,0.99,3.45,371.54,99.82,2004-05-24
C-003067,Eftimie Diaconu,ivanstancu@example.org,0740 513 311,BZ,Buzau,Ramnicul Sarat,466543,0.454,0.46,0.384,0.34,0.357,0.26,3.94,3.3,182.45,183.34,1999-12-27
C-003068,Grigore Nistor,marinlorelei@example.com,0769 771 928,IF,Ilfov,Voluntari,932812,0.439,0.34,0.303,0.323,0.38,1.57,1.66,9.78,186.4,233.91,1982-04-17
C-003069,Aneta Ene,dinunarcisa@example.com,0786 740 589,BZB,Bucuresti,Sector 3,578863,0.618,0.288,0.215,0.399,0.314,0.11,0.26,0.41,373.98,261.16,1995-11-20
C-003070,Maria Voinea,eftimieleopoldina@example.org,0767 778 719,AB,Alba,Alba Iulia,825834,0.326,0.623,0.315,0.483,0.484,0.06,7.5,7.29,557.47,117.19,2004-01-07
C-003071,Natalia Suciu,ltudor@example.com,0760 571 364,OT,Olt,Slatina,620051,0.474,0.335,0.381,0.396,0.395,0.47,2.19,4.1,363.77,61.95,1983-11-23
C-003072,Emilian Georgescu,carolionita@example.com,0259 752 574,BR,Braila,Braila,503232,0.372,0.391,0.418,0.399,0.38,0.3,5.44,18.0,480.54,8.12,1999-08-02
C-003073,Ieremia Stan,manolecristobal@example.net,0770 990 185,CV,Covasna,Targu Secuiesc,257971,0.294,0.57,0.335,0.387,0.445,0.07,3.6,4.0,400.58,182.74,1951-10-11
C-003074,Dina Manole,emil33@example.net,0763 157 646,DB,Dambovita,Gaesti,233898,0.459,0.387,0.37,0.329,0.395,0.1,5.71,5.67,285.92,42.69,1978-05-01
C-003075,Valeriu Mocanu,tudorlelia@example.net,0231 983 831,TM,Timis,Sannicolau Mare,969036,0.506,0.415,0.264,0.407,0.375,0.16,0.35,0.69,378.74,77.41,2003-03-04
C-003076,Mirona Niță,aureliandochioiu@example.com,0786 860 345,DB,Dambovita,Targoviste,770183,0.358,0.446,0.371,0.408,0.357,0.13,2.23,14.98,274.92,292.78,1970-04-29
C-003077,Marilena Eftimie,jstoica@example.org,0268 952 457,BT,Botosani,Botosani,869789,0.455,0.434,0.335,0.407,0.359,0.1,0.92,13.25,267.87,183.8,1948-05-01
C-003078,Cerasela Manole,remuspuscasu@example.net,0247 638 803,VL,Valcea,Ramnicu Valcea,528403,0.441,0.369,0.349,0.352,0.334,0.15,3.15,5.81,122.94,102.5,1999-05-27
C-003079,Niculina Voinea,popcaius@example.com,0244 862 869,AG,Arges,Curtea de Arges,957277,0.359,0.34,0.426,0.404,0.349,0.3,0.45,1.2,583.83,202.1,1976-03-03
C-003080,Eugen Nistor,eftimieremus@example.org,0256 854 787,TM,Timis,Timisoara,201241,0.557,0.459,0.235,0.371,0.38,0.24,1.29,0.95,190.72,270.58,1995-11-12
C-003081,Barbu Pușcașu,stoicacrina@example.org,0725 229 412,PH,Prahova,Campina,640063,0.494,0.422,0.284,0.322,0.386,0.22,0.2,0.89,301.34,230.75,1992-06-07
C-003082,Eva Preda,nistorcosmina@example.com,0260 941 854,BZB,Bucuresti,Sector 2,370224,0.72,0.333,0.219,0.388,0.314,0.06,0.95,0.77,200.04,211.63,1967-12-09
C-003083,Olga Barbu,ktabacu@example.com,0747 831 400,IS,Iasi,Iasi,320837,0.531,0.348,0.286,0.367,0.382,0.09,0.19,1.91,569.98,224.02,2005-04-14
C-003084,Teona Nistor,ababeieugen@example.org,0757 267 354,TM,Timis,Timisoara,186626,0.535,0.382,0.294,0.445,0.372,0.23,0.1,1.5,433.75,146.52,2003-12-17
C-003085,Rozalia Oprea,ystan@example.com,0749 168 962,BC,Bacau,Onesti,900476,0.511,0.385,0.459,0.443,0.407,0.77,2.29,14.66,304.51,99.07,1950-12-21
C-003086,Floare Mocanu,puscasuleopoldina@example.org,0746 685 643,AR,Arad,Ineu,510350,0.38,0.351,0.361,0.355,0.364,0.19,7.5,1.55,370.29,330.37,1964-12-19
C-003087,Agnos Ardelean,lstan@example.org,0232 925 872,BR,Braila,Braila,764909,0.376,0.298,0.507,0.379,0.322,0.14,4.61,18.0,325.0,12.79,1980-02-12
C-003088,Amza Pop,nistorfelix@example.org,0768 330 846,BZB,Bucuresti,Sector 4,839567,0.58,0.292,0.25,0.354,0.402,1.79,0.2,0.96,84.71,107.66,1947-07-14
C-003089,Edgar Dobre,florentina80@example.org,0256 649 084,DB,Dambovita,Gaesti,624102,0.374,0.343,0.35,0.42,0.385,0.06,2.86,6.81,218.14,127.09,1997-12-16
C-003090,Otilia Stoica,tomaaristita@example.com,0260 430 310,CT,Constanta,Constanta,509074,0.455,0.276,0.651,0.599,0.332,0.57,7.5,4.61,6.15,2.84,1993-03-23
C-003091,Aleodor Nistor,nemespamfil@example.org,0731 284 554,DJ,Dolj,Craiova,388457,0.486,0.3,0.328,0.357,0.401,0.61,6.09,17.86,214.6,324.51,1949-08-10
